366.513914	 365.428447	 366.094350	 0.000000
365.885853	 364.800452	 365.471004	 0.004005
366.007603	 364.913887	 365.609026	 0.008009
366.705893	 365.607931	 366.313173	 0.012014
367.013610	 365.920856	 366.608954	 0.016018
366.503543	 365.417472	 366.084671	 0.020023
365.874252	 364.788382	 365.458979	 0.024027
366.001255	 364.909037	 365.601807	 0.028032
366.699613	 365.601717	 366.306043	 0.032037
367.006726	 365.913345	 366.600393	 0.036041
366.496256	 365.409828	 366.075977	 0.040046
365.869894	 364.784068	 365.454352	 0.044050
365.997075	 364.905595	 365.597940	 0.048055
366.691946	 365.596085	 366.298935	 0.052059
367.000758	 365.907735	 366.594492	 0.056064
366.492814	 365.405469	 366.071842	 0.060069
365.853241	 364.766813	 365.437946	 0.064073
365.972935	 364.881589	 365.575342	 0.068078
366.676657	 365.581042	 366.284273	 0.072082
366.986542	 365.893341	 366.580813	 0.076087
366.472742	 365.384503	 366.051680	 0.080092
365.836902	 364.749065	 365.420691	 0.084096
365.960306	 364.868379	 365.561529	 0.088101
366.661414	 365.566066	 366.269006	 0.092105
366.972349	 365.879617	 366.566799	 0.096110
366.461745	 365.374445	 366.041421	 0.100114
365.834712	 364.748507	 365.419215	 0.104119
365.966744	 364.875241	 365.568458	 0.108124
366.670667	 365.574873	 366.278819	 0.112128
366.974405	 365.881293	 366.569324	 0.116133
366.458191	 365.370600	 366.038783	 0.120137
365.823827	 364.736548	 365.409425	 0.124142
365.952930	 364.860198	 365.554689	 0.128146
366.652763	 365.556187	 366.260535	 0.132151
366.951025	 365.856594	 366.545251	 0.136156
366.414136	 365.321873	 365.992962	 0.140160
365.778676	 364.689587	 365.363269	 0.144165
365.899063	 364.799044	 365.499212	 0.148169
366.571828	 365.468233	 366.179376	 0.152174
366.863362	 365.769512	 366.457253	 0.156178
366.353339	 365.265994	 365.932903	 0.160183
365.730083	 364.642000	 365.314564	 0.164188
365.864641	 364.772982	 365.466042	 0.168192
366.573079	 365.476235	 366.180471	 0.172197
366.879567	 365.784711	 366.473569	 0.176201
366.366460	 365.278690	 365.945845	 0.180206
365.741192	 364.652506	 365.324980	 0.184211
365.869648	 364.775865	 365.470289	 0.188215
366.571314	 365.474648	 366.178102	 0.192220
366.869106	 365.777134	 366.463422	 0.196224
366.352758	 365.265860	 365.932367	 0.200229
365.727334	 364.639698	 365.311838	 0.204233
365.867480	 364.775642	 365.468903	 0.208238
366.572789	 365.476928	 366.179800	 0.212243
366.870514	 365.777558	 366.464472	 0.216247
366.349115	 365.261971	 365.929103	 0.220252
365.724004	 364.637329	 365.309133	 0.224256
365.863367	 364.770635	 365.464925	 0.228261
366.568542	 365.472301	 366.175822	 0.232265
366.867720	 365.774899	 366.461634	 0.236270
366.345248	 365.257769	 365.924588	 0.240275
365.720517	 364.633507	 365.304685	 0.244279
365.861042	 364.768847	 365.462444	 0.248284
366.565346	 365.469239	 366.172402	 0.252288
366.864725	 365.771546	 366.458370	 0.256293
366.344108	 365.256383	 365.923202	 0.260297
365.724652	 364.637485	 365.308239	 0.264302
365.869335	 364.776983	 365.469574	 0.268307
366.576767	 365.480392	 366.182282	 0.272311
366.876661	 365.783281	 366.468898	 0.276316
366.357452	 365.270062	 365.935362	 0.280320
365.735492	 364.648885	 365.318342	 0.284325
365.878857	 364.786549	 365.478492	 0.288330
366.580388	 365.483879	 366.185657	 0.292334
366.873621	 365.780263	 366.465456	 0.296339
366.350635	 365.263021	 365.928321	 0.300343
365.726373	 364.639028	 365.309066	 0.304348
365.868307	 364.775150	 365.468166	 0.308352
366.572185	 365.475184	 366.177744	 0.312357
366.865261	 365.771792	 366.457521	 0.316362
366.339906	 365.252672	 365.918509	 0.320366
365.718863	 364.632054	 365.301913	 0.324371
365.863568	 364.771149	 365.463673	 0.328375
366.568073	 365.471630	 366.173475	 0.332380
366.859629	 365.766494	 366.452469	 0.336384
366.331211	 365.243888	 365.911088	 0.340389
365.711576	 364.624834	 365.296616	 0.344394
365.858092	 364.765986	 365.460074	 0.348398
366.564787	 365.468769	 366.172156	 0.352403
366.857662	 365.765399	 366.452581	 0.356407
366.336173	 365.249856	 365.916989	 0.360412
365.716337	 364.630467	 365.302204	 0.364416
365.863523	 364.772021	 365.466445	 0.368421
366.570017	 365.474581	 366.178795	 0.372426
366.864121	 365.771926	 366.459533	 0.376430
366.343974	 365.257456	 365.924499	 0.380435
365.724317	 364.638335	 365.309781	 0.384439
365.874274	 364.782749	 365.476749	 0.388444
366.579047	 365.483678	 366.187758	 0.392449
366.869508	 365.777558	 366.465165	 0.396453
366.343303	 365.257255	 365.924588	 0.400458
365.725881	 364.640257	 365.311815	 0.404462
365.881896	 364.790394	 365.484035	 0.408467
366.591833	 365.496150	 366.198777	 0.412471
